generated_at: 2026-04-18T15:56:38
db_path: E:\EDINET_Data\edinet_monitor\db\edinet_monitor.db
period_mode: all
period_from: all
period_to: all
industry_33: all
security_codes: all
status_filter: FILING_MISSING
annual_gap_detection: on
rows: 1222
status_summary: FILING_MISSING=1222

証券コード | 会社名                                             | 業種                 | 期末日     | doc_id | 提出日 | filing | zip | 正規化 | 派生 | parse_status | 状況          
3077       | ホリイフードサービス                               | 小売業               | 2023-11-30 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3077       | ホリイフードサービス                               | 小売業               | 2022-11-30 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3077       | ホリイフードサービス                               | 小売業               | 2021-11-30 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3077       | ホリイフードサービス                               | 小売業               | 2020-11-30 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3077       | ホリイフードサービス                               | 小売業               | 2019-11-30 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3077       | ホリイフードサービス                               | 小売業               | 2018-11-30 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3077       | ホリイフードサービス                               | 小売業               | 2017-11-30 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3077       | ホリイフードサービス                               | 小売業               | 2016-11-30 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3080       | ジェーソン                                         | 小売業               | 2024-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3080       | ジェーソン                                         | 小売業               | 2020-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3083       | スターシーズ                                       | 小売業               | 2024-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3083       | スターシーズ                                       | 小売業               | 2020-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3086       | Ｊ．フロント　リテイリング                         | 小売業               | 2024-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3086       | Ｊ．フロント　リテイリング                         | 小売業               | 2020-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3087       | ドトール・日レスホールディングス                   | 小売業               | 2024-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3087       | ドトール・日レスホールディングス                   | 小売業               | 2020-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3093       | トレジャー・ファクトリー                           | 小売業               | 2024-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3093       | トレジャー・ファクトリー                           | 小売業               | 2020-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3104       | 富士紡ホールディングス                             | 繊維製品             | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3105       | 日清紡ホールディングス                             | 電気機器             | 2017-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3105       | 日清紡ホールディングス                             | 電気機器             | 2016-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3121       | マーチャント・バンカーズ                           | サービス業           | 2022-10-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
